Type,Age,Breed1,Breed2,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,State,Description,AdoptionSpeed,PID
2,1,266,0,2,1,2,7,1,1,2,2,2,1,3,0,41401,Found them near my house. They got separated from their mummy,4,5112
1,4,307,307,2,2,7,0,2,1,2,2,2,1,2,0,41326,These two puppies were dumped at a factory site. The owners are taking care of them temporarily. Hopefully someone will give them a forever home.,4,5114
2,6,265,0,1,2,4,0,2,2,1,1,1,1,1,0,41326,Hello...My name is Lucky..I'm 6 months year old male cat...I'm looking for new mom to adopt me as my mom quite busy nowadays to play around with me...Adopt me please...interested please SMS my mom.TQ,0,5115
1,0,307,0,2,2,0,0,2,1,2,2,1,1,1,0,41326,2 of my dogs leads me to them while we are having routine hill track. No mum is there to take care of 5 siblings.,3,5116
1,1,307,0,2,1,2,5,2,2,2,2,2,1,1,0,41401,please give this little girl a home. she definitely bring u lots of laughters with her attitude. active girl that love explore and play all time!,2,5117
1,5,307,307,2,2,5,7,2,1,1,1,1,1,1,0,41326,"Louisa girl were rescued from the street & are looking for a loving forever home! She is extremely lovable, smart & enjoy being cuddled! She's gonna grow up to be even more beautiful than this. Please help her to find her forever home by sharing this post widely. Please contact if you can ensure her a good life and we are sure what she will give you in return is what money can't buy. Adoption saves life! Txs!",4,5119
1,20,307,0,1,1,2,7,2,1,3,3,3,1,2,0,41326,"Hi,dear all loving humans our names are Ah Weng and Rocky.We are looking for a family as we have been abandoned.we are very obedient, loving,n playful dogs.all we want is some shelter n food and most of all is we want in return to show u how much we can love u back..please help us we really need u pls pls pls.we beg you.",3,5120
1,3,141,307,2,7,0,0,2,2,1,1,2,1,1,0,41330,"Little chubby Pinky is truly a bundle of cuteness! She was one of the ""accidental"" litter and was given up by her mommy's owner. Pinky is very sweet and friendly, loves to be cuddled and be around people. Give her some TLC and she is sure to repay you with all her love. There are a few requirements we are looking in the adopter for Pinky: Her trademark little pink tongue may need a touch of care, requiring sufficient water throughout the day to keep it moist. Like any other puppies, growing up may mean mischief, nibbling and loads of energy. Adopter is required to have experience and patient with puppies. Meanwhile, adopter is also required to spay Pinky prior to adoption. If you are able to meet with the above requirements and will be able to treat Pinky as part of your family, please contact : ",3,5122
2,17,266,0,1,1,6,7,2,1,1,1,1,1,1,0,41326,"Yoghurt is greyish n white color. Has a short crooked tail. He is a very friendly cat. Very active. *He needs alot of attention and play. He loves sitting at the Balcony watching birds fly :) Loves to play.. and being around people :) Has Just started.. Enjoying going for walks on his leash. Rescued him a year ago at side of road. *Responsible cat owner only *No caging Bring me home, and take good care of me... ~love..Yoghurt",2,5123
2,24,266,0,3,1,3,7,1,1,2,2,1,1,6,0,41330,"5 adorable lovely newborn kittens are up for adoption. For those whose interested to adopt all of them, I'll provide cage, litter box, scoop, food tray, food and litter for a month supply. The cat mommy is not yet spayed however I'm willing to cover the cost of the spaying.",4,5125
1,12,173,307,2,2,0,0,2,1,1,1,1,1,1,100,41326,"Ear weighs at 13kg and loves to cuddle with her human buddies. She is generally a calm dog, sociable and adapts well into my pack of 4 dogs. Perfect companion for a family with kids. Trained to poop and pee on grass outside of house. Knows how to sit and stay. Easy to train, affectionate (she will lick-lick-lick) and very well-mannered for a puppy!",3,5126
2,1,265,0,2,1,2,7,2,2,2,2,3,1,3,0,41326,"They are my cats kittens, and only a month old. They're very playful and lovable. So easy to take care of. Please adopt them, we have too much cats and they deserve a loving family to belong to.",4,5127
1,6,307,0,1,2,7,0,1,1,1,1,2,1,1,0,41326,I need a new home!! Contact Furry Friends Farm if you want to adopt me.,4,5128
1,72,307,0,1,1,0,0,2,2,1,3,3,1,1,0,41326,"we found the dog when jogging around broga area, while it still a puppy. Then we adopt it till now. Now it seen healthy n seldom get sick. Need an animal lover to adopt him coz my wife got serious sensitive nose n trachea problems now n be advised not to contact with animal again.",4,5130
1,24,307,0,1,2,0,0,2,2,1,1,1,1,1,0,41330,"Hi everyone this furkid use to be a stray before rescued and adopted by a elderly couple. Recently we were told that his adopter is planning to move oversea and couldn't bring this furkid along. He is a very friendly, playful but also a very good guard dog. We definately dont want him to go back to the streets and hope for someone to open their door to him. Please give him a chance.",4,5131
1,2,307,0,1,1,2,0,2,1,1,1,1,1,2,0,41326,"07 Februrary update: Taka is still looking for a home, his siblings have been adopted. ""Hi! We used to run around a shop area and a kind salon owner used to feed us. Then these two ladies picked us up saying something about not wanting us to get run over and getting us basic treatment like vaccs and deworming so we spent some time at the vet. We're a bunch of active and playful chaps and would love the chance to brighten up your day! We are alert and make good watchdogs. Please give us loving homes?"" Conditions for adoption: 1. No unnecessary tying/caging up. 2. Maintain medical needs (vaccinations, deworming, heartworm prevention etc.) 3. Neuter once old enough (approx 6 months). 4. Puppy-proof your compound. 5. Willing to train and tolerate typical puppy behaviour. 6. Unconditional love :) To help determine if you and the dog you're interested in are a good fit, would appreciate it if you could email/text a brief intro of yourself, your experience with dogs if any, your household situation (what type of home you live in i.e. landed or apartment, whether you have other family members/friends living with you etc.) and any other pertinent info.",4,5132
2,2,266,0,1,3,0,0,2,1,1,1,2,2,1,0,41326,"Buster was rescued by my husband's colleague in the office parking lot. With one eye dangling out, he was rushed to the hospital where the kind doctors there did surgery on his eye for only RM (The actual surgery cost 1k++!!) He's been a little trooper adjusting well to his one eye. Extremely energetic but has been taught how to play by himself. For RM (Negotiable) we will provide: Kitty bed, Litter box, some litter and food, one food dish, kitty stand and all his toys. He's already had his first month's vaccination. I would like to encourage serious adopters who would ensure his well being and keep up the vaccination and neutering process. Available immediately. For adoption please Whatsapp.",1,5133
2,4,266,0,2,3,7,0,1,1,1,1,1,1,1,5,41326,"Miu Miu is approximately 4 months old female kitten. We rescued her and now looking for a good home. Miu Miu is very playful and active, gets along well with people and other cats. When not playing hide and seek with us and other cats, this little furry friend would snuggle herself in any fluffy spot. She's not fussy about food and very easy to take care of. No adoption fee. Please call if you're willing to give miu miu a good and loving home.",3,5135
1,2,307,307,1,1,2,3,1,2,1,1,2,1,1,0,41326,He is rescued puppy.. till now we did not get any adopter as we have 4 dogs at home.. he is very healthy and active.. 2months plus old now dewormed and vaccinated already. he is very aware of surroundings and friendly at young age.- as u can see in the picture very hyper. hope he can get a permanent home. He deserve a happy life. My contact number or Mr jack transport provided klang area,4,5136
2,1,266,0,2,1,2,4,1,1,2,2,2,1,1,0,41361,tataO betine ke jantan...ank pd ibu gak..,1,5137
2,2,266,266,3,1,6,0,1,1,2,2,2,1,3,0,41335,"3 kittens available for adoption:- - 2 grey with black stripes colour - 1 black colour Self pick in Pekan, Pahang only.",4,5138
1,6,307,0,3,1,2,7,2,1,3,3,3,1,3,0,41327,These three sweethearts have been rescued from a dump site. They are now being caged in boarding. Please help to give these sweet pups a loving home.,4,5140
1,8,195,179,2,5,0,0,2,2,1,1,1,1,1,0,41326,"Hershey was abandoned at the temple by an irresponsible owner.She is extremely loving, friendly and super active. She needs an adopter who will look after her like their own daughter. She should not be caged or tied and should taken for regular walks. Those willing to give a loving home and show her true love can contact me at. Thank you!:)",3,5141
1,3,141,307,2,1,0,0,2,1,1,1,1,1,1,0,41330,"We found little Miss Poppy hiding under a car by a busy street, she was very naive and came to us after a while. Little poppy has some tiny scars on her scalp and we were told by the neighbors that she has been bullied and beaten by larger dogs, that's why she gets terrified whenever she hears bigger dogs approaching. After fostering her for a few days, her sweet self reappears - she loves to be cuddled and enjoys playing with human. Poppy also learns to poop on newspaper and loves to keep herself clean. We are hoping to look for a loving family who is able to take Poppy in as a family member. To be able to give her the love and care she truly deserves. If you believe you are Poppy's soulmate, please contact  p.s. please check out Poppy's cuteness  her video clips at the following link:",2,5142
2,4,266,0,2,1,4,0,2,1,2,1,2,1,1,30,41326,"Camila The Cheras. Another siblings from the Cheras Downtown incident where me and my friends found 5 kittens all 2 months old where dumped in a box beside ""surau"". She is playful, active, and she loves suckle my palm. Poor kid, surely she misses her mom. Camila is litter trained. April 12th - Camila is having flu April 26th - Camila is healthy",3,5144
1,2,307,307,3,1,7,0,2,2,1,1,2,1,2,0,41326,"These 2 puppies ( 4-6 weeks old ) were taking refuge under an abandon lorry. Had to take’em in without a backup plan as in the 30 minutes my hubby & I were there, 5-6 cars nearly hit them . We are looking for serious adopters ONLY those who can give a loving home that they deserve. Prefence would be someone who can adopt both together. Below are our terms and conditions : 1. For genuine animal lovers only 2. The adopter must agree to keep in touch with us and give periodic updates ( photos and/or videos). The adopted must also allow home visit with appointment. 3. The adopter agrees to notify us of any change in address or phone number. 4. The adopted is NOT allowed to Transfer ownership unless getting approval from us . This adoptions is subject to an interview . If interested kindly pm or Whatapps to. Location - Shah Alam Thank you",2,5146
